GlobalEventID,NumMentions,EventOffSet,Country1,Country2,Medias,URLS,Articles
1105555422,866,0.213086277,CHN,CHN,"bignewsnetwork.com
nationalaccordnewspaper.com","https://www.bignewsnetwork.com/news/273848459/leading-chinese-scientist-dont-rule-out-covid-19-coming-from-a-lab
https://www.nationalaccordnewspaper.com/covid-lab-leak-should-not-be-ruled-out-says-chinese-scientist/",2
1105556918,801,0.011225814,CHN,AUS,"northerndailyleader.com.au
inverelltimes.com.au
canberratimes.com.au
katherinetimes.com.au
muswellbrookchronicle.com.au","https://www.inverelltimes.com.au/story/8215470/2023-gwm-tank-300-price-and-specs/?cs=34616
https://www.muswellbrookchronicle.com.au/story/8215470/2023-gwm-tank-300-price-and-specs/?cs=34616
https://www.northerndailyleader.com.au/story/8215470/2023-gwm-tank-300-price-and-specs/?cs=34616
https://www.katherinetimes.com.au/story/8215470/2023-gwm-tank-300-price-and-specs/?cs=34616
https://www.canberratimes.com.au/story/8215470/2023-gwm-tank-300-price-and-specs/?cs=34616",80
1103828148,776,0.838703262,UKR,CHN,voanews.com,https://www.voanews.com/a/peace-food-and-fertilizer-african-leaders-challenge-heading-to-talks-with-moscow-kyiv/7102974.html,97
1105381545,718,0.447967924,MYS,CHN,"northsomersettimes.co.uk
hillingdontimes.co.uk
romfordrecorder.co.uk
wiltsglosstandard.co.uk
islingtongazette.co.uk","https://www.hillingdontimes.co.uk/news/national/23553599.malaysia-detains-chinese-barge-suspicion-looting-british-warship-wrecks/
https://www.romfordrecorder.co.uk/news/national/23553599.malaysia-detains-chinese-barge-suspicion-looting-british-warship-wrecks/
https://www.islingtongazette.co.uk/news/national/23553599.malaysia-detains-chinese-barge-suspicion-looting-british-warship-wrecks/
https://www.northsomersettimes.co.uk/news/national/23553599.malaysia-detains-chinese-barge-suspicion-looting-british-warship-wrecks/
https://www.wiltsglosstandard.co.uk/news/national/23553599.malaysia-detains-chinese-barge-suspicion-looting-british-warship-wrecks/",89
1102852113,696,0.942091837,CHN,CHN,"goskagit.com
morningsun.net
the-messenger.com
newspressnow.com
timesunion.com","http://www.morningsun.net/stories/hopes-for-historic-pacific-visit-dashed-after-president-joe-biden-cancels-trip-to-papua-new-guinea,66244
https://www.newspressnow.com/news/world_news/hopes-for-historic-pacific-visit-dashed-after-biden-cancels-trip-to-papua-new-guinea/article_a30c48ca-ba24-5e5c-803b-8cfabf8bf7ec.html
https://www.timesunion.com/news/world/article/hopes-for-historic-pacific-visit-dashed-after-18103740.php
https://www.the-messenger.com/news/world/article_a855d2eb-cf46-5951-99b7-e0459d03bc85.html
https://www.goskagit.com/news/world/hopes-for-historic-pacific-visit-dashed-after-biden-cancels-trip-to-papua-new-guinea/article_20738bb1-43f5-50d1-9539-9f8c007cf296.html",87
1102351977,674,0.850877193,CHN,USA,"aljazeera.com
nbcdfw.com
nbcchicago.com
nbcnewyork.com","https://www.aljazeera.com/news/2023/5/15/us-religious-freedom-report-notes-attack-on-abu-akleh-funeral
https://www.nbcchicago.com/news/national-international/china-sentences-78-year-old-us-citizen-to-life-in-prison-on-spying-charges/3141183/
https://www.nbcdfw.com/news/national-international/china-sentences-78-year-old-us-citizen-to-life-in-prison-on-spying-charges/3257870/
https://www.nbcnewyork.com/news/national-international/china-sentences-78-year-old-us-citizen-to-life-in-prison-on-spying-charges/4334003/",4
1103847397,670,0.066519293,THA,CHN,"naroomanewsonline.com.au
northweststar.com.au
greatlakesadvocate.com.au
grenfellrecord.com.au
braidwoodtimes.com.au","https://www.grenfellrecord.com.au/story/8182032/tougher-controls-flagged-for-imported-seafood-caught-illegally/?cs=9676
https://www.greatlakesadvocate.com.au/story/8182032/tougher-controls-flagged-for-imported-seafood-caught-illegally/?cs=9676
https://www.braidwoodtimes.com.au/story/8182032/tougher-controls-flagged-for-imported-seafood-caught-illegally/?cs=9676
https://www.northweststar.com.au/story/8182032/tougher-controls-flagged-for-imported-seafood-caught-illegally/?cs=9676
https://www.naroomanewsonline.com.au/story/8182032/tougher-controls-flagged-for-imported-seafood-caught-illegally/?cs=9676",67
1102351975,654,0.030573164,CHN,USA,"aawsat.com
nbcwashington.com
huffpost.com
nbcbayarea.com
theyeshivaworld.com","https://www.huffpost.com/entry/china-us-spy-charges_n_64620469e4b0c10612ecdade
https://www.nbcbayarea.com/news/national-international/china-sentences-78-year-old-us-citizen-to-life-in-prison-on-spying-charges/3229462/
https://www.theyeshivaworld.com/news/general/2190391/china-sentences-us-citizen-to-life-in-prison-on-spying-charges.html
https://www.nbcwashington.com/news/national-international/china-sentences-78-year-old-us-citizen-to-life-in-prison-on-spying-charges/3348100/
https://english.aawsat.com/world/4328401-china-sentences-78-year-old-us-citizen-life-prison-spying-charges%C2%A0",7
1102605154,621,0.314970344,UKR,CHN,"breitbart.com
nbcchicago.com","https://www.breitbart.com:443/asia/2023/05/16/chinese-envoy-expected-in-ukraine-as-zelensky-returns-with-european-weapons-deals/
https://www.breitbart.com:443/national-security/2023/05/16/chinese-envoy-expected-in-ukraine-as-zelensky-returns-with-european-weapons-deals/
https://www.nbcchicago.com/news/business/money-report/ukraine-war-live-updates-russia-hits-kyiv-with-massive-air-attack-as-intense-flash-and-explosions-light-up-the-night-sky/3141949/",3
1102587330,616,0.740776699,CHN,UKR,"siouxcityjournal.com
meadvilletribune.com
startribune.com
americanpress.com
airforcetimes.com","https://www.americanpress.com/2023/05/16/ukraine-says-it-downed-russian-hypersonic-missiles-during-exceptional-air-attack-on-kyiv/
https://www.airforcetimes.com/news/your-military/2023/05/16/russia-launches-exceptional-air-attack-on-kyiv-as-europe-china-look/
https://www.startribune.com/ukraine-says-it-downed-russian-hypersonic-missiles-during-exceptional-air-attack-on-kyiv/600275176/
https://siouxcityjournal.com/partners/ap/business/ukraine-says-it-downed-russian-hypersonic-missiles-during-exceptional-air-attack-on-kyiv/article_06dacc64-efcc-5803-87ec-869869a70725.html
https://www.meadvilletribune.com/russia-launches-exceptional-air-attack-on-kyiv-as-europe-china-look-to-exert-influence/article_109bfcda-a10a-5f8e-8dd4-fc2a0c14205e.html",64
1103046279,603,0.024772439,CHN,JPN,"bowenislandundercurrent.com
haidagwaiiobserver.com
terracestandard.com
thefreepress.ca
pqbnews.com","https://www.pqbnews.com/news/trudeau-arrives-in-japan-for-g7-summit-amid-geopolitical-tensions-with-china-russia/
https://www.haidagwaiiobserver.com/news/trudeau-arrives-in-japan-for-g7-summit-amid-geopolitical-tensions-with-china-russia/
https://www.bowenislandundercurrent.com/national-news/trudeau-arrives-in-japan-for-g7-summit-amid-geopolitical-tensions-with-china-russia-7017771
https://www.thefreepress.ca/news/trudeau-arrives-in-japan-for-g7-summit-amid-geopolitical-tensions-with-china-russia/
https://www.terracestandard.com/news/trudeau-arrives-in-japan-for-g7-summit-amid-geopolitical-tensions-with-china-russia/",58
1103087913,590,0.517629211,CHN,TWN,"wsbradio.com
staradvertiser.com
thehindu.com
chronicleonline.com
yahoo.com","https://www.chronicleonline.com/news/world/biden-to-consult-with-japans-kishida-ahead-of-group-of-seven-summit-in-hiroshima/article_71b2de15-bc6c-534c-94f7-01f9bd87f982.html
https://www.thehindu.com/news/international/biden-to-consult-with-japans-kishida-ahead-of-group-of-seven-summit-in-hiroshima/article66865448.ece
https://www.staradvertiser.com/2023/05/17/breaking-news/biden-to-consult-with-japans-kishida-ahead-of-group-of-seven-summit/
https://finance.yahoo.com/news/biden-consult-japans-kishida-ahead-043007751.html
https://www.wsbradio.com/news/biden-consult-with/BRUFHWCOTADSWXESRAPZJOLFSU/",73
1103755107,570,1.012350008,USA,CHN,"reflector.com
airdriecityview.com
chronicleonline.com
koin.com
tribdem.com","https://www.airdriecityview.com/world-news/ukrainian-president-meets-with-world-leaders-at-g7-as-russia-claims-a-key-victory-in-the-war-7031557
https://www.tribdem.com/news/g7-ends-with-ukraine-in-focus-as-zelenskyy-meets-world-leaders-russia-claims-a-battlefield/article_ac3bc15e-3d24-5b5c-9557-f477a15932c2.html
https://www.chronicleonline.com/news/world/g7-ends-with-ukraine-in-focus-as-zelenskyy-meets-world-leaders-russia-claims-a-battlefield/article_65d6f75b-6af8-5d89-80dd-d966c6ab9cca.html
https://www.reflector.com/news/world/ukrainian-president-meets-with-world-leaders-at-g7-as-russia-claims-a-key-victory-in/article_bd26fb08-b0cb-522f-bead-f931b1e7c6f7.html
https://www.koin.com/news/international/ap-g7-ends-with-ukraine-in-focus-as-zelenskyy-meets-world-leaders-and-russia-claims-disputed-gains/",142
1103876781,564,0.793811275,CHN,USA,"bicesteradvertiser.net
dorsetecho.co.uk
wimbledonguardian.co.uk
anglocelt.ie
kidderminstershuttle.co.uk","https://www.kidderminstershuttle.co.uk/news/national/23537411.papers-say---may-22/
https://www.anglocelt.ie/2023/05/22/what-the-papers-say-mondays-front-pages-11/
https://www.dorsetecho.co.uk/news/national/23537411.papers-say---may-22/
https://www.bicesteradvertiser.net/news/national/23537411.papers-say---may-22/
https://www.wimbledonguardian.co.uk/news/national/23537411.papers-say---may-22/",62
1103976657,546,0.121705798,CHN,CHN,"mainemirror.com
bignewsnetwork.com
batonrougepost.com
sierraleonetimes.com
cincinnatisun.com","https://www.mainemirror.com/news/273838914/hong-kong-staff-of-us-consultancy-mintz-depart-due-to-china-threats
https://www.sierraleonetimes.com/news/273838914/hong-kong-staff-of-us-consultancy-mintz-depart-due-to-china-threats
https://www.batonrougepost.com/news/273838914/hong-kong-staff-of-us-consultancy-mintz-depart-due-to-china-threats
https://www.bignewsnetwork.com/news/273838914/us-staff-of-consultancy-mintz-leaves-hong-kong-due-to-china-threats
https://www.cincinnatisun.com/news/273838914/hong-kong-staff-of-us-consultancy-mintz-depart-due-to-china-threats",91
1103904041,516,0.009562495,CHN,PNG,nbcnews.com,https://www.nbcnews.com/news/world/us-signs-new-security-pact-papua-new-guinea-competition-china-rcna85508,49
1103725395,510,0.834868017,AUS,CHN,"armidaleexpress.com.au
edenmagnet.com.au
dailyliberal.com.au
areanews.com.au
macleayargus.com.au","https://www.armidaleexpress.com.au/story/8203432/pm-calls-out-china-coercion-after-trade-ban-movement/?cs=9676
https://www.edenmagnet.com.au/story/8203432/pm-calls-out-china-coercion-after-trade-ban-movement/?cs=9676
https://www.macleayargus.com.au/story/8203432/pm-calls-out-china-coercion-after-trade-ban-movement/?cs=9676
https://www.areanews.com.au/story/8203432/pm-calls-out-china-coercion-after-trade-ban-movement/?cs=9676
https://www.dailyliberal.com.au/story/8203432/pm-calls-out-china-coercion-after-trade-ban-movement/?cs=9676",51
1105307080,504,0.008898015,USA,CHN,"tucsonpost.com
cambodiantimes.com
clevelandstar.com
stlouisstar.com
albuquerqueexpress.com","https://www.clevelandstar.com/news/273846279/us-government-business-warned-of-chinese-spying-on-infrastructure
https://www.cambodiantimes.com/news/273846279/us-government-business-warned-of-chinese-spying-on-infrastructure
https://www.albuquerqueexpress.com/news/273846279/us-government-business-warned-of-chinese-spying-on-infrastructure
https://www.stlouisstar.com/news/273846279/us-government-business-warned-of-chinese-spying-on-infrastructure
https://www.tucsonpost.com/news/273846279/us-government-business-warned-of-chinese-spying-on-infrastructure",72
1103237983,490,0.98995149,SAU,CHN,"usf.edu
kwit.org
kios.org
tspr.org
southcarolinapublicradio.org","https://wusfnews.wusf.usf.edu/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.kios.org/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.tspr.org/npr-news/npr-news/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.kwit.org/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.southcarolinapublicradio.org/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit",34
1103305121,483,0.901274651,USA,CHN,"wboi.org
klcc.org
wypr.org
kansaspublicradio.org
wrvo.org","https://www.wrvo.org/2023-05-18/montana-banned-tiktok-whatever-comes-next-could-affect-the-apps-fate-in-the-u-s
https://kansaspublicradio.org/npr-news/npr-news/2023-05-18/montana-banned-tiktok-whatever-comes-next-could-affect-the-apps-fate-in-the-u-s
https://www.wboi.org/npr-news/npr-news/2023-05-18/montana-banned-tiktok-whatever-comes-next-could-affect-the-apps-fate-in-the-u-s
https://www.wypr.org/2023-05-18/montana-banned-tiktok-whatever-comes-next-could-affect-the-apps-fate-in-the-u-s
https://www.klcc.org/npr-top-stories/npr-top-stories/2023-05-18/montana-banned-tiktok-whatever-comes-next-could-affect-the-apps-fate-in-the-u-s",69
1103949071,472,0.79595201,CAN,CHN,"castanet.net
cranbrooktownsman.com
thompsoncitizen.net
ladysmithchronicle.com
delta-optimist.com","https://www.delta-optimist.com/national-news/as-inquiry-decision-looms-heres-how-canadas-foreign-interference-saga-has-evolved-7033439
https://www.thompsoncitizen.net/national-news/as-inquiry-decision-looms-heres-how-canadas-foreign-interference-saga-has-evolved-7033439
https://www.ladysmithchronicle.com/news/as-inquiry-decision-looms-heres-how-canadas-foreign-interference-saga-has-evolved/
https://www.castanet.net/news/Canada/427984/As-inquiry-decision-looms-here-s-how-Canada-s-foreign-interference-saga-has-evolved
https://www.cranbrooktownsman.com/news/as-inquiry-decision-looms-heres-how-canadas-foreign-interference-saga-has-evolved/",67
1104386068,470,0.020585907,CHN,USA,"pittsburghstar.com
sanantoniopost.com
mexicostar.com
srilankasource.com
phoenixherald.com","https://www.phoenixherald.com/news/273840686/china-bans-use-of-us-made-micron-chips-due-to-washington-sanctions
https://www.sanantoniopost.com/news/273840686/china-bans-use-of-us-made-micron-chips-due-to-washington-sanctions
https://www.srilankasource.com/news/273840686/china-bans-use-of-us-made-micron-chips-due-to-washington-sanctions
https://www.mexicostar.com/news/273840686/china-bans-use-of-us-made-micron-chips-due-to-washington-sanctions
https://www.pittsburghstar.com/news/273840686/china-bans-use-of-us-made-micron-chips-due-to-washington-sanctions",47
1105532627,462,0.08575738,CHN,CHN,"shanghaisun.com
foxbusiness.com
chinanationalnews.com","https://www.chinanationalnews.com/news/273848158/chinese-fm-meets-elon-musk
https://www.foxbusiness.com/business-leaders/teslas-elon-musk-meets-chinas-foreign-minister-says-he-is-open-expanding-business-in-country-official
https://www.shanghaisun.com/news/273848099/qin-gang-tells-elon-musk-developing-sino-us-ties-is-like-driving-car
https://www.chinanationalnews.com/news/273848099/qin-gang-tells-elon-musk-developing-sino-us-ties-is-like-driving-car
https://www.shanghaisun.com/news/273848158/chinese-fm-meets-elon-musk",7
1103237500,456,0.196422384,IRN,CHN,"aspenpublicradio.org
kedm.org
wuwm.com
weaa.org
knau.org","https://www.aspenpublicradio.org/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.wuwm.com/world/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.weaa.org/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.knau.org/npr-news/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit
https://www.kedm.org/npr-news/npr-news/2023-05-18/syrias-embrace-sudans-conflict-and-saudi-arabias-rise-define-arab-league-summit",35
1105532583,443,0.025496161,CHN,CHN,scmp.com,https://www.scmp.com/topics/chinas-c919-passenger-plane,46
1104139202,438,0.82165404,CHN,AUS,"redlandcitybulletin.com.au
dailyadvertiser.com.au
narrominenewsonline.com.au
portnews.com.au
batemansbaypost.com.au","https://www.batemansbaypost.com.au/story/8206542/russia-drives-china-past-japan-as-worlds-biggest-car-exporter-report/?cs=34616
https://www.dailyadvertiser.com.au/story/8206542/russia-drives-china-past-japan-as-worlds-biggest-car-exporter-report/?cs=34616
https://www.narrominenewsonline.com.au/story/8206542/russia-drives-china-past-japan-as-worlds-biggest-car-exporter-report/?cs=34616
https://www.portnews.com.au/story/8206542/russia-drives-china-past-japan-as-worlds-biggest-car-exporter-report/?cs=34616
https://www.redlandcitybulletin.com.au/story/8206542/russia-drives-china-past-japan-as-worlds-biggest-car-exporter-report/?cs=34616",73
1102786447,422,0.638369634,CHN,SEA,voanews.com,https://www.voanews.com/a/biden-cancels-png-australia-trips-for-talks-over-us-debt-ceiling/7096633.html,45
1103918246,417,0.707913024,CHN,USA,"hindustantimes.com
nbcnews.com
straitstimes.com
voanews.com","https://www.hindustantimes.com/world-news/beijing-anti-china-g7-summit-japan-uk-101684738831608.html
https://www.nbcnews.com/news/world/beijing-hits-back-us-allies-anti-china-g-7-summit-rcna85507
https://www.straitstimes.com/asia/east-asia/china-summons-japanese-ambassador-over-actions-at-g-7
https://www.voanews.com/a/beijing-chides-japan-britain-and-anti-china-g7-summit-/7103531.html",30
1105197306,416,0.543034605,CHN,AUS,"westernadvocate.com.au
batemansbaypost.com.au
margaretrivermail.com.au
katherinetimes.com.au","https://www.katherinetimes.com.au/story/8212070/china-trade-relationship-slowly-yielding-progress/
https://www.batemansbaypost.com.au/story/8212070/china-trade-relationship-slowly-yielding-progress/?cs=9676
https://www.margaretrivermail.com.au/story/8212070/china-trade-relationship-slowly-yielding-progress/?cs=30776
https://www.westernadvocate.com.au/story/8212070/china-trade-relationship-slowly-yielding-progress/
https://www.batemansbaypost.com.au/story/8212070/china-trade-relationship-slowly-yielding-progress/?cs=14264",52
1103087914,409,0.533502969,CHN,TWN,"theweek.in
bdtonline.com
seattlepi.com
newindianexpress.com
krmg.com","https://www.seattlepi.com/news/world/article/biden-to-consult-with-japan-s-kishida-ahead-of-18105818.php
https://www.krmg.com/news/biden-consult-with/BRUFHWCOTADSWXESRAPZJOLFSU/
https://www.newindianexpress.com/world/2023/may/18/biden-to-consult-with-japans-kishida-ahead-of-group-of-seven-summit-in-hiroshima-2576309.html
https://www.theweek.in/news/world/2023/05/18/biden-to-consult-with-japans-kishida-ahead-of-g-7-summit.html
https://www.bdtonline.com/news/nation_world/biden-consults-with-japans-kishida-ahead-of-group-of-seven-summit-in-hiroshima/article_3da04264-9a20-5b78-b5f6-5096041bf400.html",50
1103041403,397,0.162488394,CHN,USA,"msn.com
yahoo.com","http://www.msn.com/en-us/news/politics/montana-governor-defends-decision-to-ban-tiktok-from-state-i-wish-it-was-broader/ar-AA1bnlAz
https://news.yahoo.com/montana-governor-defends-decision-ban-214535909.html",2
1102617618,393,0.418839524,CHN,TWN,"infotel.ca
thestandard.com.hk
sfgate.com
registercitizen.com
ctinsider.com","https://www.sfgate.com/news/world/article/hong-kong-leader-says-china-s-sentencing-of-us-18101541.php
https://infotel.ca/newsitem/as-china-us-spy-charges/cp298336091
https://www.registercitizen.com/news/world/article/hong-kong-leader-says-china-s-sentencing-of-us-18101541.php
https://www.thestandard.com.hk/breaking-news/section/4/203795/Hong-Kong-leader-says-China&rsquo
https://www.ctinsider.com/news/world/article/hong-kong-leader-says-china-s-sentencing-of-us-18101541.php",14
1103764228,386,0.146360153,CHE,CHN,"haitisun.com
baltimorestar.com
trinidadtimes.com
phoenixherald.com
oklahomastar.com","https://www.trinidadtimes.com/news/273837954/taiwan-hoping-for-invitation-to-world-health-organization-meeting
https://www.baltimorestar.com/news/273837954/taiwan-hoping-for-invitation-to-world-health-organization-meeting
https://www.oklahomastar.com/news/273837954/taiwan-hoping-for-invitation-to-world-health-organization-meeting
https://www.phoenixherald.com/news/273837954/taiwan-hoping-for-invitation-to-world-health-organization-meeting
https://www.haitisun.com/news/273837954/taiwan-hoping-for-invitation-to-world-health-organization-meeting",64
1104400602,384,0.756069554,UKR,CHN,"andoveradvertiser.co.uk
hexham-courant.co.uk
midweekherald.co.uk
irishnews.com
southwalesguardian.co.uk","https://www.hexham-courant.co.uk/news/national/23543142.russia-china-ties-strengthened-pressure-west/
https://www.irishnews.com/news/worldnews/2023/05/24/news/russia_and_china_ties_strengthened_by_pressure_from_west_-3300319/
https://www.southwalesguardian.co.uk/news/national/23543142.russia-china-ties-strengthened-pressure-west/
https://www.midweekherald.co.uk/news/national/23543142.russia-china-ties-strengthened-pressure-west/
https://www.andoveradvertiser.co.uk/news/national/23543142.russia-china-ties-strengthened-pressure-west/",62
1103618546,378,0.041449059,JPN,CHN,washingtonpost.com,https://www.washingtonpost.com/business/2023/05/20/g7-japan-china-russia/d677e4da-f6e8-11ed-918d-012572d64930_story.html,38
1103568859,376,0.027577121,JPN,CHN,"go.com
newsday.com
msn.com
mykxlg.com
wvnews.com","https://www.newsday.com/news/nation/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit-jm6rfpbl
https://www.wvnews.com/theet/newsfeed/world/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7/article_7621fc60-86c1-5a29-965b-bf3d4990681e.html
https://abcnews.go.com/International/wireStory/world-leaders-warn-china-north-korea-nukes-ukraines-99473534
http://www.msn.com/en-us/news/world/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7-summit/ar-AA1bqT2L
https://www.mykxlg.com/news/world/world-leaders-warn-china-and-north-korea-on-nukes-as-ukraines-zelenskyy-travels-to-g7/article_149454bb-2004-58bc-9d25-2993332f8f49.html",31
1102560988,364,0.342969188,CHN,USA,"bostonglobe.com
breakinglatest.news","https://www.bostonglobe.com/2023/05/16/world/hong-kong-leader-says-chinas-sentencing-us-citizen-exposes-national-security-threats/
https://www.breakinglatest.news/entertainment/hong-kong-leader-china-sentence-of-american-reflects-security-risks/",2
1105347424,362,0.971870226,USA,CHN,france24.com,"https://www.france24.com/en/live-news/20230529-china-prepares-to-send-first-civilian-into-space
https://www.france24.com/en/live-news/20230529-china-prepares-to-send-first-civilian-into-space-1",33
